iShares MSCI World ETF
Fund Holdings as of,"Jul 02, 2025"
Inception Date,"Jan 10, 2012"
Shares Outstanding,"29,500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AENA","AENA SME SA","Industrials","Equity","1,222,583.94","0.02","1,222,583.94","45,890.00","26.64","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
"BALL","BALL CORP","Materials","Equity","1,221,850.74","0.02","1,221,850.74","20,801.00","58.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1925","DAIWA HOUSE INDUSTRY LTD","Real Estate","Equity","1,220,220.10","0.02","1,220,220.10","35,800.00","34.08","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materials","Equity","1,216,958.53","0.02","1,216,958.53","29,260.00","41.59","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","1,216,502.12","0.02","1,216,502.12","29,441.00","41.32","United States","NASDAQ","USD","1.00","USD","-"
"16","SUN HUNG KAI PROPERTIES LTD","Real Estate","Equity","1,214,346.68","0.02","1,214,346.68","102,500.00","11.85","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","1,212,552.24","0.02","1,212,552.24","11,546.00","105.02","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","1,211,034.18","0.02","1,211,034.18","5,997.00","201.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6178","JAPAN POST HOLDINGS LTD","Financials","Equity","1,205,459.47","0.02","1,205,459.47","128,700.00","9.37","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","1,203,151.68","0.02","1,203,151.68","3,697.00","325.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","1,202,614.05","0.02","1,202,614.05","25,133.00","47.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRZ","KERRY GROUP PLC","Consumer Staples","Equity","1,194,980.80","0.02","1,194,980.80","10,890.00","109.73","Ireland","Irish Stock Exchange - All Market","USD","0.85","EUR","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","1,190,511.69","0.02","1,190,511.69","15,783.00","75.43","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","1,187,423.20","0.02","1,187,423.20","47,440.00","25.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","1,187,777.99","0.02","1,187,777.99","30,139.00","39.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"669","TECHTRONIC INDUSTRIES LTD","Industrials","Equity","1,187,117.03","0.02","1,187,117.03","106,500.00","11.15","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"7269","SUZUKI MOTOR CORP","Consumer Discretionary","Equity","1,184,651.97","0.02","1,184,651.97","103,000.00","11.50","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"KER","KERING SA","Consumer Discretionary","Equity","1,181,849.33","0.02","1,181,849.33","4,956.00","238.47","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"FMG","FORTESCUE LTD","Materials","Equity","1,181,667.59","0.02","1,181,667.59","112,734.00","10.48","Australia","Asx - All Markets","USD","1.52","AUD","-"
"SAB","BANCO DE SABADELL SA","Financials","Equity","1,178,833.85","0.02","1,178,833.85","352,364.00","3.35","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
"CLS","CELESTICA INC","Information Technology","Equity","1,175,194.03","0.02","1,175,194.03","7,614.00","154.35","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","1,172,890.26","0.02","1,172,890.26","4,707.00","249.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"4503","ASTELLAS PHARMA INC","Health Care","Equity","1,172,908.18","0.02","1,172,908.18","121,400.00","9.66","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Equity","1,173,063.99","0.02","1,173,063.99","89,165.00","13.16","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","1,169,827.97","0.02","1,169,827.97","7.00","167,118.28","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","1,166,098.43","0.02","1,166,098.43","2,947.00","395.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","1,164,310.56","0.02","1,164,310.56","6,828.00","170.52","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","1,163,822.34","0.02","1,163,822.34","34,453.00","33.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CYBR","CYBER ARK SOFTWARE LTD","Information Technology","Equity","1,154,837.84","0.02","1,154,837.84","2,977.00","387.92","Israel","NASDAQ","USD","1.00","USD","-"
"6971","KYOCERA CORP","Information Technology","Equity","1,155,071.69","0.02","1,155,071.69","97,600.00","11.83","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"REP","REPSOL SA","Energy","Equity","1,153,708.58","0.02","1,153,708.58","77,168.00","14.95","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
"HNR1","HANNOVER RUECK","Financials","Equity","1,150,441.16","0.02","1,150,441.16","3,706.00","310.43","Germany","Xetra","USD","0.85","EUR","-"
"MRU","METRO INC","Consumer Staples","Equity","1,149,011.55","0.02","1,149,011.55","15,150.00","75.84","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","1,145,445.42","0.02","1,145,445.42","8,986.00","127.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","1,145,689.89","0.02","1,145,689.89","2,559.00","447.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6201","TOYOTA INDUSTRIES CORP","Industrials","Equity","1,142,013.54","0.02","1,142,013.54","10,100.00","113.07","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"MRK","MERCK","Health Care","Equity","1,140,794.87","0.02","1,140,794.87","8,602.00","132.62","Germany","Xetra","USD","0.85","EUR","-"
"BT.A","BT GROUP PLC","Communication","Equity","1,138,462.59","0.02","1,138,462.59","434,278.00","2.62","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"9022","CENTRAL JAPAN RAILWAY","Industrials","Equity","1,135,623.68","0.02","1,135,623.68","50,700.00","22.40","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","1,134,166.80","0.02","1,134,166.80","4,002.00","283.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","1,133,465.63","0.02","1,133,465.63","38,023.00","29.81","United States","NASDAQ","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","1,133,665.47","0.02","1,133,665.47","9,521.00","119.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","1,131,178.40","0.02","1,131,178.40","3,820.00","296.12","United States","NASDAQ","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","1,128,288.00","0.02","1,128,288.00","20,148.00","56.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XRO","XERO LTD","Information Technology","Equity","1,123,434.07","0.02","1,123,434.07","9,603.00","116.99","Australia","Asx - All Markets","USD","1.52","AUD","-"
"2388","BOC HONG KONG HOLDINGS LTD","Financials","Equity","1,122,406.02","0.02","1,122,406.02","256,500.00","4.38","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","1,122,539.85","0.02","1,122,539.85","11,961.00","93.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VWS","VESTAS WIND SYSTEMS","Industrials","Equity","1,112,881.73","0.02","1,112,881.73","67,101.00","16.59","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"STO","SANTOS LTD","Energy","Equity","1,110,771.29","0.02","1,110,771.29","220,071.00","5.05","Australia","Asx - All Markets","USD","1.52","AUD","-"
"KEY","KEYCORP","Financials","Equity","1,104,285.00","0.02","1,104,285.00","60,675.00","18.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","1,104,024.90","0.02","1,104,024.90","3,449.00","320.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGE","THE SAGE GROUP PLC","Information Technology","Equity","1,104,252.87","0.02","1,104,252.87","67,442.00","16.37","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"5802","SUMITOMO ELECTRIC INDUSTRIES LTD","Consumer Discretionary","Equity","1,103,725.05","0.02","1,103,725.05","52,000.00","21.23","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"NST","NORTHERN STAR RESOURCES LTD","Materials","Equity","1,098,620.63","0.02","1,098,620.63","89,176.00","12.32","Australia","Asx - All Markets","USD","1.52","AUD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","1,096,358.09","0.02","1,096,358.09","5,363.00","204.43","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","1,095,022.95","0.02","1,095,022.95","8,295.00","132.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","1,093,550.64","0.02","1,093,550.64","12,129.00","90.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCHP","SCHINDLER HOLDING PAR AG","Industrials","Equity","1,090,385.78","0.02","1,090,385.78","2,969.00","367.26","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","1,090,575.89","0.02","1,090,575.89","7,309.00","149.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","1,090,167.65","0.02","1,090,167.65","7,865.00","138.61","United States","NASDAQ","USD","1.00","USD","-"
"MT","ARCELORMITTAL SA","Materials","Equity","1,085,365.68","0.02","1,085,365.68","33,047.00","32.84","France","Euronext Amsterdam","USD","0.85","EUR","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","1,084,818.24","0.02","1,084,818.24","34,848.00","31.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","1,084,747.42","0.02","1,084,747.42","10,247.00","105.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","1,083,093.12","0.02","1,083,093.12","4,896.00","221.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","1,081,957.03","0.02","1,081,957.03","3,377.00","320.39","United States","NASDAQ","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","1,080,169.86","0.02","1,080,169.86","19,758.00","54.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","1,078,372.00","0.02","1,078,372.00","8,392.00","128.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materials","Equity","1,077,013.50","0.02","1,077,013.50","38,223.00","28.18","Australia","Asx - All Markets","USD","1.52","AUD","-"
"1","CK HUTCHISON HOLDINGS LTD","Industrials","Equity","1,075,985.04","0.02","1,075,985.04","171,500.00","6.27","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"ESSITY B","ESSITY CLASS B","Consumer Staples","Equity","1,075,368.21","0.02","1,075,368.21","38,553.00","27.89","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"NN","NN GROUP NV","Financials","Equity","1,070,487.76","0.02","1,070,487.76","16,297.00","65.69","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"7733","OLYMPUS CORP","Health Care","Equity","1,070,064.57","0.02","1,070,064.57","90,100.00","11.88","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"5401","NIPPON STEEL CORP","Materials","Equity","1,068,451.01","0.02","1,068,451.01","56,347.00","18.96","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","1,067,913.00","0.02","1,067,913.00","10,050.00","106.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNDORA","PANDORA","Consumer Discretionary","Equity","1,067,580.52","0.02","1,067,580.52","6,117.00","174.53","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","1,065,984.75","0.02","1,065,984.75","18,555.00","57.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","1,063,928.32","0.02","1,063,928.32","11,648.00","91.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","1,059,323.60","0.02","1,059,323.60","15,745.00","67.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCMN","SWISSCOM AG","Communication","Equity","1,056,549.88","0.02","1,056,549.88","1,493.00","707.67","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"CLX","CLOROX","Consumer Staples","Equity","1,054,000.30","0.02","1,054,000.30","8,455.00","124.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6594","NIDEC CORP","Industrials","Equity","1,053,317.13","0.02","1,053,317.13","56,000.00","18.81","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"GALD","GALDERMA GROUP N AG","Health Care","Equity","1,047,722.10","0.02","1,047,722.10","7,063.00","148.34","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"WSO","WATSCO INC","Industrials","Equity","1,046,869.15","0.02","1,046,869.15","2,293.00","456.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"9101","NIPPON YUSEN","Industrials","Equity","1,046,637.74","0.02","1,046,637.74","29,000.00","36.09","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","1,045,073.90","0.02","1,045,073.90","13,546.00","77.15","United States","NASDAQ","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","1,044,538.80","0.02","1,044,538.80","15,996.00","65.30","United States","NASDAQ","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","1,040,970.98","0.02","1,040,970.98","10,607.00","98.14","United States","NASDAQ","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","1,040,262.10","0.02","1,040,262.10","18,626.00","55.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAAB B","SAAB CLASS B","Industrials","Equity","1,040,526.63","0.02","1,040,526.63","20,358.00","51.11","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"SGSN","SGS SA","Industrials","Equity","1,038,472.97","0.02","1,038,472.97","10,007.00","103.77","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"TOU","TOURMALINE OIL CORP","Energy","Equity","1,037,275.92","0.02","1,037,275.92","21,857.00","47.46","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"ROL","ROLLINS INC","Industrials","Equity","1,034,125.04","0.02","1,034,125.04","18,586.00","55.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPM","UPM-KYMMENE","Materials","Equity","1,030,958.11","0.02","1,030,958.11","36,143.00","28.52","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","1,029,535.92","0.02","1,029,535.92","2,268.00","453.94","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","1,028,146.90","0.02","1,028,146.90","14,905.00","68.98","United States","NASDAQ","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","1,026,298.08","0.02","1,026,298.08","4,236.00","242.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOON","SONOVA HOLDING AG","Health Care","Equity","1,025,287.79","0.02","1,025,287.79","3,434.00","298.57","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","1,022,668.32","0.02","1,022,668.32","16,347.00","62.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMO","IMPERIAL OIL LTD","Energy","Equity","1,013,261.86","0.02","1,013,261.86","12,569.00","80.62","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"TXT","TEXTRON INC","Industrials","Equity","1,011,877.06","0.02","1,011,877.06","12,349.00","81.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"7013","IHI CORP","Industrials","Equity","1,010,914.77","0.02","1,010,914.77","9,700.00","104.22","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"INF","INFORMA PLC","Communication","Equity","1,009,226.06","0.02","1,009,226.06","91,908.00","10.98","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","1,004,517.80","0.02","1,004,517.80","13,390.00","75.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVO","EVOLUTION","Consumer Discretionary","Equity","1,000,017.26","0.02","1,000,017.26","12,378.00","80.79","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"2","CLP HOLDINGS LTD","Utilities","Equity","999,337.57","0.02","999,337.57","118,500.00","8.43","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"HLMA","HALMA PLC","Information Technology","Equity","998,529.87","0.02","998,529.87","23,231.00","42.98","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"KOG","KONGSBERG GRUPPEN","Industrials","Equity","997,002.65","0.02","997,002.65","27,800.00","35.86","Norway","Oslo Bors Asa","USD","10.12","NOK","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","995,795.64","0.02","995,795.64","16,389.00","60.76","United States","NASDAQ","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","989,252.06","0.02","989,252.06","9,859.00","100.34","United States","NASDAQ","USD","1.00","USD","-"
"7936","ASICS CORP","Consumer Discretionary","Equity","989,151.19","0.02","989,151.19","39,300.00","25.17","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","978,358.50","0.02","978,358.50","7,650.00","127.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","978,057.85","0.02","978,057.85","58.00","16,863.07","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","977,479.36","0.02","977,479.36","17,056.00","57.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","976,703.67","0.02","976,703.67","9,021.00","108.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTC","WISETECH GLOBAL LTD","Information Technology","Equity","975,472.28","0.02","975,472.28","13,564.00","71.92","Australia","Asx - All Markets","USD","1.52","AUD","-"
"STMN","STRAUMANN HOLDING AG","Health Care","Equity","974,125.65","0.02","974,125.65","7,200.00","135.30","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"LOGN","LOGITECH INTERNATIONAL SA","Information Technology","Equity","969,521.96","0.02","969,521.96","10,452.00","92.76","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"SY1","SYMRISE AG","Materials","Equity","968,383.87","0.02","968,383.87","8,982.00","107.81","Germany","Xetra","USD","0.85","EUR","-"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industrials","Equity","966,860.16","0.02","966,860.16","14,440.00","66.96","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
"4307","NOMURA RESEARCH INSTITUTE LTD","Information Technology","Equity","966,171.15","0.02","966,171.15","24,800.00","38.96","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","964,521.28","0.02","964,521.28","44,987.00","21.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","963,084.68","0.02","963,084.68","10,226.00","94.18","United States","NASDAQ","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","960,916.88","0.02","960,916.88","26,552.00","36.19","United States","NASDAQ","USD","1.00","USD","-"
"SUN","SUNCORP GROUP LTD","Financials","Equity","958,612.11","0.02","958,612.11","67,805.00","14.14","Australia","Asx - All Markets","USD","1.52","AUD","-"
"ACM","AECOM","Industrials","Equity","955,283.16","0.02","955,283.16","8,346.00","114.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","951,073.15","0.02","951,073.15","13,285.00","71.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"4507","SHIONOGI LTD","Health Care","Equity","947,788.58","0.02","947,788.58","53,500.00","17.72","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","947,049.09","0.02","947,049.09","5,163.00","183.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIRG","BANK OF IRELAND GROUP PLC","Financials","Equity","947,080.04","0.02","947,080.04","67,237.00","14.09","Ireland","Irish Stock Exchange - All Market","USD","0.85","EUR","-"
"GGG","GRACO INC","Industrials","Equity","945,073.20","0.02","945,073.20","10,680.00","88.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Real Estate","Equity","943,002.95","0.02","943,002.95","24,000.00","39.29","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"FBK","FINECOBANK BANCA FINECO","Financials","Equity","933,451.80","0.02","933,451.80","43,041.00","21.69","Italy","Borsa Italiana","USD","0.85","EUR","-"
"5020","ENEOS HOLDINGS INC","Energy","Equity","927,610.28","0.02","927,610.28","184,300.00","5.03","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","923,851.04","0.02","923,851.04","8,167.00","113.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A5G","AIB GROUP PLC","Financials","Equity","923,306.09","0.02","923,306.09","114,795.00","8.04","Ireland","Irish Stock Exchange - All Market","USD","0.85","EUR","-"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","923,464.68","0.02","923,464.68","27,000.00","34.20","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Equity","923,646.80","0.02","923,646.80","159,011.00","5.81","Australia","Asx - All Markets","USD","1.52","AUD","-"
"BAER","JULIUS BAER GRUPPE AG","Financials","Equity","920,474.38","0.02","920,474.38","13,505.00","68.16","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"9735","SECOM LTD","Industrials","Equity","917,385.18","0.02","917,385.18","25,100.00","36.55","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"ENX","EURONEXT NV","Financials","Equity","916,796.75","0.02","916,796.75","5,433.00","168.75","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"823","LINK REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","915,832.30","0.02","915,832.30","170,360.00","5.38","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","913,593.24","0.02","913,593.24","4,638.00","196.98","United States","NASDAQ","USD","1.00","USD","-"
"BAMI","BANCO BPM","Financials","Equity","910,400.45","0.02","910,400.45","77,327.00","11.77","Italy","Borsa Italiana","USD","0.85","EUR","-"
"9766","KONAMI GROUP CORP","Communication","Equity","908,960.25","0.02","908,960.25","6,200.00","146.61","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"COO","COOPER INC","Health Care","Equity","906,616.32","0.02","906,616.32","12,416.00","73.02","United States","NASDAQ","USD","1.00","USD","-"
"COH","COCHLEAR LTD","Health Care","Equity","905,992.99","0.02","905,992.99","4,576.00","197.99","Australia","Asx - All Markets","USD","1.52","AUD","-"
"EPI A","EPIROC CLASS A","Industrials","Equity","906,133.36","0.02","906,133.36","40,841.00","22.19","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"GMAB","GENMAB","Health Care","Equity","896,365.93","0.02","896,365.93","4,385.00","204.42","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","895,905.80","0.02","895,905.80","8,380.00","106.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","894,198.31","0.02","894,198.31","2,677.00","334.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","891,795.48","0.02","891,795.48","2,797.00","318.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"9531","TOKYO GAS LTD","Utilities","Equity","888,359.66","0.02","888,359.66","25,900.00","34.30","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CPU","COMPUTERSHARE LTD","Industrials","Equity","887,641.62","0.02","887,641.62","33,903.00","26.18","Australia","Asx - All Markets","USD","1.52","AUD","-"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Utilities","Equity","886,879.47","0.02","886,879.47","87,311.00","10.16","Italy","Borsa Italiana","USD","0.85","EUR","-"
"MONC","MONCLER","Consumer Discretionary","Equity","886,373.99","0.02","886,373.99","14,626.00","60.60","Italy","Borsa Italiana","USD","0.85","EUR","-"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Utilities","Equity","886,128.04","0.02","886,128.04","199,267.00","4.45","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.85","EUR","-"
"FM","FIRST QUANTUM MINERALS LTD","Materials","Equity","885,596.51","0.02","885,596.51","48,136.00","18.40","Canada","Toronto Stock Exchange","USD","1.36","CAD","Mar 01, 1996"
"ARX","ARC RESOURCES LTD","Energy","Equity","881,703.94","0.02","881,703.94","43,175.00","20.42","Canada","Toronto Stock Exchange","USD","1.36","CAD","Jan 01, 1970"
