iShares MSCI World ETF
Fund Holdings as of,"Jul 02, 2025"
Inception Date,"Jan 10, 2012"
Shares Outstanding,"29,500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","6,377,466.48","0.13","6,377,466.48","133,896.00","47.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REL","RELX PLC","Industrials","Equity","6,346,782.38","0.13","6,346,782.38","121,115.00","52.40","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","6,333,209.76","0.13","6,333,209.76","289,452.00","21.88","United States","NASDAQ","USD","1.00","USD","-"
"ABBN","ABB LTD","Industrials","Equity","6,180,283.72","0.12","6,180,283.72","104,202.00","59.31","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"8316","SUMITOMO MITSUI FINANCIAL GROUP IN","Financials","Equity","6,145,391.43","0.12","6,145,391.43","244,500.00","25.13","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","6,123,853.72","0.12","6,123,853.72","88,037.00","69.56","United States","NASDAQ","USD","1.00","USD","-"
"BATS","BRITISH AMERICAN TOBACCO","Consumer Staples","Equity","6,105,462.13","0.12","6,105,462.13","129,661.00","47.09","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"RHM","RHEINMETALL AG","Industrials","Equity","6,001,772.73","0.12","6,001,772.73","2,949.00","2,035.18","Germany","Xetra","USD","0.85","EUR","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","5,985,512.98","0.12","5,985,512.98","8,413.00","711.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","5,965,143.48","0.12","5,965,143.48","50,958.00","117.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","5,955,408.90","0.12","5,955,408.90","8,442.00","705.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","5,949,940.71","0.12","5,949,940.71","77,889.00","76.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BNP","BNP PARIBAS SA","Financials","Equity","5,938,071.29","0.12","5,938,071.29","65,851.00","90.17","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","5,893,698.37","0.12","5,893,698.37","26,383.00","223.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Financials","Equity","5,838,229.22","0.12","5,838,229.22","380,615.00","15.34","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
"CI","CIGNA","Health Care","Equity","5,831,098.00","0.12","5,831,098.00","18,200.00","320.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","5,705,547.69","0.11","5,705,547.69","8,790.00","649.09","Germany","Xetra","USD","0.85","EUR","-"
"ISP","INTESA SANPAOLO","Financials","Equity","5,695,475.56","0.11","5,695,475.56","990,181.00","5.75","Italy","Borsa Italiana","USD","0.85","EUR","-"
"RMS","HERMES INTERNATIONAL","Consumer Discretionary","Equity","5,656,391.31","0.11","5,656,391.31","2,071.00","2,731.23","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","5,652,873.60","0.11","5,652,873.60","23,672.00","238.80","United States","NASDAQ","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","5,640,011.10","0.11","5,640,011.10","18,138.00","310.95","United States","NASDAQ","USD","1.00","USD","-"
"CS","AXA SA","Financials","Equity","5,611,373.61","0.11","5,611,373.61","117,336.00","47.82","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"BN","BROOKFIELD CORP CLASS A","Financials","Equity","5,573,447.01","0.11","5,573,447.01","89,274.00","62.43","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"MMM","3M","Industrials","Equity","5,559,240.82","0.11","5,559,240.82","36,106.00","153.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","5,543,219.75","0.11","5,543,219.75","15,725.00","352.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8035","TOKYO ELECTRON LTD","Information Technology","Equity","5,537,580.28","0.11","5,537,580.28","30,000.00","184.59","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","5,514,499.20","0.11","5,514,499.20","3,648.00","1,511.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","5,478,734.25","0.11","5,478,734.25","40,725.00","134.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","5,470,857.00","0.11","5,470,857.00","82,145.00","66.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BP.","BP PLC","Energy","Equity","5,458,992.60","0.11","5,458,992.60","1,058,483.00","5.16","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","5,455,326.90","0.11","5,455,326.90","16,729.00","326.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESSILORLUXOTTICA SA","Health Care","Equity","5,424,502.72","0.11","5,424,502.72","19,475.00","278.54","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","5,339,906.88","0.11","5,339,906.88","10,208.00","523.11","United States","NASDAQ","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","5,327,481.02","0.11","5,327,481.02","16,873.00","315.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMO","BANK OF MONTREAL","Financials","Equity","5,306,304.42","0.11","5,306,304.42","47,499.00","111.71","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"6098","RECRUIT HOLDINGS LTD","Industrials","Equity","5,305,891.34","0.11","5,305,891.34","93,000.00","57.05","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"MCO","MOODYS CORP","Financials","Equity","5,300,293.44","0.11","5,300,293.44","10,662.00","497.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","5,288,424.75","0.11","5,288,424.75","15,099.00","350.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrials","Equity","5,238,057.28","0.10","5,238,057.28","215,300.00","24.33","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","5,196,846.46","0.10","5,196,846.46","201,317.00","25.81","Australia","Asx - All Markets","USD","1.52","AUD","-"
"ENEL","ENEL","Utilities","Equity","5,168,500.64","0.10","5,168,500.64","535,632.00","9.65","Italy","Borsa Italiana","USD","0.85","EUR","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","5,168,640.69","0.10","5,168,640.69","37,511.00","137.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","5,142,144.00","0.10","5,142,144.00","15,304.00","336.00","United States","NASDAQ","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","5,138,259.30","0.10","5,138,259.30","6,462.00","795.15","United States","NASDAQ","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","5,131,434.00","0.10","5,131,434.00","57,450.00","89.32","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"GSK","GLAXOSMITHKLINE","Health Care","Equity","5,121,324.94","0.10","5,121,324.94","267,292.00","19.16","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Equity","5,081,024.13","0.10","5,081,024.13","121,500.00","41.82","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CTAS","CINTAS CORP","Industrials","Equity","5,071,029.24","0.10","5,071,029.24","23,514.00","215.66","United States","NASDAQ","USD","1.00","USD","-"
"CSL","CSL LTD","Health Care","Equity","5,068,198.74","0.10","5,068,198.74","32,205.00","157.37","Australia","Asx - All Markets","USD","1.52","AUD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","5,061,452.02","0.10","5,061,452.02","25,862.00","195.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","5,023,236.68","0.10","5,023,236.68","88,484.00","56.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","4,991,408.76","0.10","4,991,408.76","47,294.00","105.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrials","Equity","4,986,078.39","0.10","4,986,078.39","61,204.00","81.47","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Equity","4,982,781.68","0.10","4,982,781.68","225,138.00","22.13","Australia","Asx - All Markets","USD","1.52","AUD","-"
"6861","KEYENCE CORP","Information Technology","Equity","4,976,913.73","0.10","4,976,913.73","12,800.00","388.82","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","4,959,486.55","0.10","4,959,486.55","19,339.00","256.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D05","DBS GROUP HOLDINGS LTD","Financials","Equity","4,945,785.26","0.10","4,945,785.26","140,500.00","35.20","Singapore","Singapore Exchange","USD","1.27","SGD","Jan 01, 1998"
"BA.","BAE SYSTEMS PLC","Industrials","Equity","4,927,746.36","0.10","4,927,746.36","196,003.00","25.14","United Kingdom","London Stock Exchange","USD","0.74","GBP","Jan 01, 1998"
"CSU","CONSTELLATION SOFTWARE INC","Information Technology","Equity","4,901,216.91","0.10","4,901,216.91","1,344.00","3,646.74","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"PRX","PROSUS NV CLASS N","Consumer Discretionary","Equity","4,878,167.98","0.10","4,878,167.98","89,188.00","54.70","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"DG","VINCI SA","Industrials","Equity","4,862,444.56","0.10","4,862,444.56","33,070.00","147.03","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"USB","US BANCORP","Financials","Equity","4,847,969.16","0.10","4,847,969.16","102,084.00","47.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","4,837,777.88","0.10","4,837,777.88","12,797.00","378.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENR","SIEMENS ENERGY N AG","Industrials","Equity","4,832,862.97","0.10","4,832,862.97","44,826.00","107.81","Germany","Xetra","USD","0.85","EUR","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","4,832,483.37","0.10","4,832,483.37","63,327.00","76.31","United States","NASDAQ","USD","1.00","USD","-"
"INGA","ING GROEP NV","Financials","Equity","4,742,782.76","0.09","4,742,782.76","212,664.00","22.30","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","4,741,856.64","0.09","4,741,856.64","29,808.00","159.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","4,727,045.10","0.09","4,727,045.10","48,245.00","97.98","United States","NASDAQ","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","4,691,610.00","0.09","4,691,610.00","50,775.00","92.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","4,674,484.74","0.09","4,674,484.74","79,041.00","59.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","4,644,970.00","0.09","4,644,970.00","11,000.00","422.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","4,634,282.10","0.09","4,634,282.10","9,289.00","498.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"9984","SOFTBANK GROUP CORP","Communication","Equity","4,594,566.92","0.09","4,594,566.92","61,700.00","74.47","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"8058","MITSUBISHI CORP","Industrials","Equity","4,591,419.55","0.09","4,591,419.55","227,400.00","20.19","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Equity","4,563,492.24","0.09","4,563,492.24","31,070.00","146.88","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"EOG","EOG RESOURCES INC","Energy","Equity","4,562,042.88","0.09","4,562,042.88","37,126.00","122.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC CLASS A","Information Technology","Equity","4,551,316.94","0.09","4,551,316.94","20,941.00","217.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","4,550,686.77","0.09","4,550,686.77","43,311.00","105.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","4,542,818.28","0.09","4,542,818.28","75,638.00","60.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","4,534,478.85","0.09","4,534,478.85","12,793.00","354.45","United States","NASDAQ","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","4,531,952.48","0.09","4,531,952.48","15,419.00","293.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABI","ANHEUSER-BUSCH INBEV SA","Consumer Staples","Equity","4,518,692.89","0.09","4,518,692.89","65,217.00","69.29","Belgium","Nyse Euronext - Euronext Brussels","USD","0.85","EUR","-"
"ECL","ECOLAB INC","Materials","Equity","4,507,033.32","0.09","4,507,033.32","16,542.00","272.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NG.","NATIONAL GRID PLC","Utilities","Equity","4,503,810.58","0.09","4,503,810.58","321,203.00","14.02","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"AON","AON PLC CLASS A","Financials","Equity","4,497,730.70","0.09","4,497,730.70","12,794.00","351.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","4,479,468.33","0.09","4,479,468.33","138,649.00","32.31","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","4,473,704.70","0.09","4,473,704.70","25,426.00","175.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","4,448,076.99","0.09","4,448,076.99","43,519.00","102.21","United States","NASDAQ","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","4,433,857.23","0.09","4,433,857.23","48,147.00","92.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Equity","4,433,920.22","0.09","4,433,920.22","160,290.00","27.66","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"RIO","RIO TINTO PLC","Materials","Equity","4,416,936.06","0.09","4,416,936.06","74,168.00","59.55","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"BNS","BANK OF NOVA SCOTIA","Financials","Equity","4,397,965.30","0.09","4,397,965.30","79,991.00","54.98","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","4,389,138.62","0.09","4,389,138.62","14,143.00","310.34","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","4,340,667.70","0.09","4,340,667.70","16,070.00","270.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","4,329,034.48","0.09","4,329,034.48","15,599.00","277.52","United States","NASDAQ","USD","1.00","USD","-"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Equity","4,322,574.08","0.09","4,322,574.08","60,560.00","71.38","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","4,294,553.33","0.09","4,294,553.33","93,829.00","45.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BARC","BARCLAYS PLC","Financials","Equity","4,282,478.41","0.09","4,282,478.41","967,118.00","4.43","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"CSX","CSX CORP","Industrials","Equity","4,249,144.25","0.08","4,249,144.25","126,425.00","33.61","United States","NASDAQ","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","4,233,578.58","0.08","4,233,578.58","44,814.00","94.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","4,218,588.00","0.08","4,218,588.00","56,816.00","74.25","United States","NASDAQ","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","4,209,640.30","0.08","4,209,640.30","14,501.00","290.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","4,204,972.94","0.08","4,204,972.94","1,141.00","3,685.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8001","ITOCHU CORP","Industrials","Equity","4,187,304.29","0.08","4,187,304.29","79,300.00","52.80","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"VST","VISTRA CORP","Utilities","Equity","4,177,839.78","0.08","4,177,839.78","22,339.00","187.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WES","WESFARMERS LTD","Consumer Discretionary","Equity","4,119,650.45","0.08","4,119,650.45","73,531.00","56.03","Australia","Asx - All Markets","USD","1.52","AUD","-"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Equity","4,098,482.61","0.08","4,098,482.61","4,099,852.00","1.00","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","4,037,096.92","0.08","4,037,096.92","53,642.00","75.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
